description,cat_sub,category,subcategory
mamad neopan 70ml decor orto n1 rosa,164_605,164,605
prato acasa kaden n 26cm az 22110n1,31_33,31,33
espeto mor simples 65,173_294,173,294
nippon alpiste 500g,248_560,248,560
sandalia ipanema deck az/az 39x40,21_22,21,22
xero lacer colutorio 500ml,265_763,265,763
lapis cor jumbo patati patata c 12,54_1309,54,1309
chupeta mam air boys 2825,164_276,164,276
piscina estruturada bestway 6473l 56706,80_105,80,105
queijo reino borboleta ped kg,67_413,67,413
cha ervas real multiervas camomila c/mel 10g,48_203,48,203
jogo lencol santista prata solt.3pc .,55_196,55,196
marshmallow funclub creme 60g,57_1030,57,1030
cond palmolive queda resist 350ml,49_1193,49,1193
sand ipanema mais tiras 38 rosa,21_22,21,22
caderno univ foroni 1x1 bad dog 96fls,54_62,54,62
esc dent bas oral b indicator plus 35 lv2pg1,128_198,128,198
canecao arco iris ref n.14 c/b .,13_83,13,83
queijo prov vegancheese 350g,67_143,67,143
torrada lagoa especial kg,5_994,5,994
abóbora italiana unid,124_732,124,732
esm risque agreste 8ml,151_239,151,239
gelinho oquale 98ml limao,8_1228,8,1228
cogumelo champignon yamashita fat bj150g,116_167,116,167
arroz parbo namorado 1kg tp1,224_620,224,620
porta escova acasa d pt/cobre 0233a,245_547,245,547
comedouro dugs plast filhote,85_1327,85,1327
inset autom sbp eucalipto rf 250ml,240_1744,240,1744
esm colorama unica camada rosa tropical 8ml,151_239,151,239
agua mineral h leve c/gas pet 1.5l,2_452,2,452
abs c/abas sempre livre adapt ag nat suave c/8,139_213,139,213
limp perf veja flor lv1l gts 30%,43_50,43,50
absorvente interno intimus lv 24 pg 22 medio,139_1678,139,1678
bebida del valle uva pet 1l,15_12,15,12
chupeta nuk freestyle boy s1 7297441b,164_276,164,276
flor colors conj.3ptes quad. rf 712/ 59c sanremo,56_66,56,66
azeitona verde 2kg ting,162_267,162,267
leite po piracanjuba int inst 400g,51_463,51,463
edredom andreza n marrakesh solt az h584,55_751,55,751
vinho argentino las moras black label cabernet 750ml,6_134,6,134
agua sabor crystal c/g limao /camom 510ml,2_184,2,184
toalha enxuta rosto petala,46_238,46,238
iogurte frimesa coco gfa 850g,135_0,135,0
pimenta chelli rosa tb 25g,9_1745,9,1745
vinho chileno tamaya estate tto carmenere 750ml,6_100,6,100
bucha vegetal az de ouro peq .,64_79,64,79
alface frisada unid,41_262,41,262
sab liq granado glicerina e mel 200ml,36_40,36,40
vinho nacional mioranza bordo tto seco 1l,6_54,6,54
manteiga ghee me more curcuma 200g,144_1095,144,1095
vinho nac 750ml famiglia zanlorenzi 70anos merlot,6_54,6,54
cr trat origem bomba max origem 1kg,87_0,87,0
corante regina p/bolo 10ml vermelho,220_460,220,460
tilapia eviscerado fresca kg,191_1267,191,1267
colorifico kodilar 40g,9_437,9,437
nitromplast caixa org.tudo media rf 138,127_503,127,503
shampoo minnie suave 500ml,148_153,148,153
agua sanit superglobo 5l,282_614,282,614
caderno cd univ disney classicos 96 fls,54_62,54,62
vela junco ani n3 pink,32_102,32,102
vinho san silvestro piem rosso gfa 750ml,6_112,6,112
queijo crioulo mussarela fat 500g,67_95,67,95
vinho chileno 750ml paisajes de chile reserva cab sauvig,6_100,6,100
lava louca liq bio brilho coco 500ml,45_1718,45,1718
sand ad havaianas top gracia 35/36 marinho,21_22,21,22
limp perf minuano flores do campo 1l,43_50,43,50
des roll bi-o odorblock 50ml,7_7,7,7
"petit suisse bob esp elege 320g, morango",135_692,135,692
geleia wilkin sons cereja pt vd 340g,103_283,103,283
bisc rech passatempo 130g-pc choco mix mor,5_65,5,65
cha mn org propolis capim cidreira c/propolis 15g,48_203,48,203
salsa org minas processada 25g,9_230,9,230
coqueteleira acasa d cobre 500ml 16106hc,13_824,13,824
vela padre vitor n 5 c/8,88_102,88,102
balas toffano 250g canela,57_185,57,185
tigela germer pingada g 4.7377822.00,31_410,31,410
agua mineral bioleve s/gas rosa pet 510ml,2_2,2,2
suco casa madeira uva organico gfa 1l,310_12,310,12
whisky old red 1l,169_326,169,326
bisc maria renata 360g,5_1073,5,1073
contra filé em cubos kg,183_690,183,690
gelatina po sta amalia tutti frutti 20g,141_1746,141,1746
espumante ita rose de noir 750ml,35_37,35,37
refrig prata tônica gf 200ml,16_594,16,594
cafe nescafe matinal soluvel vd 230g,20_430,20,430
vinho espanhol cast s lorenzo resv 750ml,6_183,6,183
bala milk no kuni 80g,57_1450,57,1450
"sabonete palmolive nat sec 90g, castanha",107_40,107,40
"iog ati latte light 900g, coco",135_649,135,649
esm risque expresso 8ml,151_239,151,239
queijo prato lac free mini kg,67_33,67,33
massa rana ravioli ricota espin 250g,4_606,4,606
espeto de churrasco theoto c 100,173_1065,173,1065
pao bisnag baldini 300g-pc leite,69_87,69,87
hidrat davene facial intensa 50g,281_73,281,73
vinagre belmont 380ml vinho branco ervas,115_166,115,166
"sand ipanema nature, 37, bordo/bordo",21_22,21,22
salsa 100 caipira c/cebolinha mc,9_230,9,230
moela frango nat 1kg pct,63_778,63,778
piscina bestway estrut 12627l 127v 56435,80_105,80,105
molho tom pramesa 2kg-sache pizza,179_528,179,528
choc chock #semculpa 25g-ta 33% cacau-tpm,57_958,57,958
oleo composto maria sabores 200ml lt alho,146_403,146,403
"odorizante proauto gel 60g, lav",212_422,212,422
file de frango kg,63_1747,63,1747
jg cama andreza r belle solt rs h586,55_196,55,196
cr dent creme colgate mpa+neutracucar lv3pg2 70g,207_390,207,390
recipiente para racao (plastico m: 245mm x 135 -dai,85_1327,85,1327
havaiana sandalia aloha,21_22,21,22
pepino classic chef vd 300g,145_231,145,231
"tesoura (aco inoxidavel, tam: 14cm) -daiso",13_866,13,866
suco integ juice lab indigo eyes gf 341ml,15_463,15,463
sousplat copa text animal preto 010192,56_535,56,535
amendoim cru jureia 500g,11_328,11,328
ovo branco ovosane cx c/12,30_610,30,610
"doce festa beijinho xodo 1,01kg",303_1553,303,1553
finalizador shitake ter prot 250gr .,246_1032,246,1032
chinelo hav aloha marinho par,21_669,21,669
kit sh/cond 240ml relvazon erva doce,132_194,132,194
choc kids tortuguita baunilha 24x18g g,57_280,57,280
choco biscuit bauducco 80g-pc c/choc ao leite,57_582,57,582
caderno jandaia cd univ 15m teen way,54_62,54,62
vinho espumante dacu tempranillo 750ml,35_37,35,37
carrinho jeep rally arizona .,123_426,123,426
cafe salomao bourbon 250g,20_21,20,21
pano esfrebom mult lv7 pg5 azul nov,121_173,121,173
pote sanremo alto ret pq 700ml ref.718/5,56_66,56,66
vinho pousada douro reser 750ml tto sc,6_839,6,839
panetone bauducco esp gran natale 900g,247_558,247,558
"mentos stick 37,5g qual e o sabor",57_169,57,169
escova cab condor isa 6873,39_43,39,43
doce de leite 1500g rosseto,172_291,172,291
des aero avanco mob style 90g,7_150,7,150
gel fix ny looks rosa 250g,206_389,206,389
hashi karui 40 pares madeira pinus,195_616,195,616
fita dental oral-b satin tape menta sm 25m 1un,108_1390,108,1390
pao mel montevergine 80g,57_269,57,269
queijo tipo brie quata kg,67_220,67,220
iogurte frimesa grego 100g mel,135_579,135,579
pascoa ovo garoto choc ao leite 45g,27_29,27,29
sandalia havaianas kids slim princess verm/azul 35/36,73_22,73,22
refrigerante fors citrus 2l,16_876,16,876
vinho portugues porto st clair 20a vila ngaia 750ml,6_1379,6,1379
cha q-vita 20g hibisco,48_203,48,203
carro camaro policia em acao,123_426,123,426
bisc cook saud integ vitao cacau 200g,5_257,5,257
barra cereal nuts agtal mixed nuts original 12x30g,110_996,110,996
mitroplast guarda facil 200ml rf 9600,56_386,56,386
"lancheira urbana 1,2l tekcor azul",54_1460,54,1460
almofada imp fake fur cz/mr slg,138_259,138,259
conjunto copos cerveja mundial 300ml civ ref 22323,47_104,47,104
shakeira mini 320ml asa do brasil mickey,56_1171,56,1171
molho pronto kenko 180ml-pet barbecue,306_0,306,0
louro ki-flor 20gr folha .,9_957,9,957
caderno maxima 96fls x-write s/pauta ve/am/a,54_62,54,62
"bolinho gold meat cong 1kg, carne bovina",322_678,322,678
salada americana vale verde hig 170g,41_1479,41,1479
temp maggi temp e sabor carne lv12pg10x5g,214_659,214,659
finalizador bio extratus 200g blond .,246_1032,246,1032
bala mastig docigoma tubo sort 570g-dy c30,57_185,57,185
cerveja zehn bier weizen gfa 600ml,14_93,14,93
linguica mista chur saudali kg cong,94_1680,94,1680
polpa de fruta 100g frutpres caju,130_881,130,881
liquidificador cadence robust vm 220v liq411,286_795,286,795
batom liq latika lip matte 13 4ml,176_399,176,399
leite coco do vale tp 200ml,302_1183,302,1183
salgadinho aritana bacon 100g-pc,11_657,11,657
mini boleira mistral milano,47_1107,47,1107
pulverizador plasutil dec 580ml,222_1165,222,1165
sh monange brilho intenso 350ml brilho intenso,37_696,37,696
bisc panco maiz 200g,5_72,5,72
cafe almof 3 coracoes extra forte 500g,20_632,20,632
cesto acasa feltro gg cz,127_188,127,188
bombom phinus 16g coco,57_344,57,344
choc bombom hersheys kisses extra creamy pt 850g,57_344,57,344
alim cao heroi adulto carne pct 7kg,77_26,77,26
chapeu fest lar c/8 fan hap birthd,32_338,32,338
limpador 750ml multiuso veja floral,43_50,43,50
bebida lactea 850g canto de minas yug coco,135_304,135,304
cornetinha fest lar .,44_1748,44,1748
"agua min maraja s/gas 1,5l",2_2,2,2
mist supra soy laranja s/glut s/lac 300g,26_38,26,38
bisc cookies biosoft 100g ameix/coco,5_808,5,808
cogumelo champignon consv imperador 200g-vd fat,116_167,116,167
italac achocolatado 200ml,135_139,135,139
espumante marcus james demi sec bco 750ml,35_37,35,37
sh salon opus pos quimica 350ml,37_247,37,247
vela sao domingos vot n s aparecida,88_102,88,102
canto de minas iogurte integral 180gr lar/cen/me,135_304,135,304
varal krea 10m c/2 tt99,125_1489,125,1489
cracker green people 35g beterraba,11_94,11,94
facilita filme pvc 28cmx30mt,299_944,299,944
copo luna drink 450ml,47_104,47,104
abacate avocado baby jaguacy pct 800g,163_599,163,599
"pote sanremo herm quad 1,1li .",56_66,56,66
cr trat novex mix azeite de oliva 1kg,87_0,87,0
preserv durex classico c/6un,238_0,238,0
caderno paris 200fls,54_62,54,62
cerv erdinger s/alc weisbier ln 330ml,14_114,14,114
sec cab taiff titanium colors 220v,171_335,171,335
alicate cuticula mundial pro inox,170_719,170,719
aromatizador 4ml armorall ocean azul,114_128,114,128
deso aero nivea men active dry fresh 150ml,7_150,7,150
cerv farrapos guaipeca 600ml pilsen,14_244,14,244
manteiga deale 500g,144_227,144,227
"folha aluminio lumipam 4,0x45",225_464,225,464
t.wellaton kit 61 lou.esc.acin,10_10,10,10
vinho ruhlmann gewurztraminer sel 500ml,6_300,6,300
"po p/refres tang 30g, manga",189_332,189,332
amac roupa conc downy amanchecer 500ml,71_548,71,548
jg cama acasa casal r mf liso me ll 1901,55_196,55,196
leite coco menina 200ml,302_1183,302,1183
"pote uninjet 2,5lt quadrado .",56_66,56,66
fralda ger cotidian plus imp m c/8,231_832,231,832
acai frooty natural cong.2lt,196_141,196,141
cebola branca vivaris organica 400g,124_1610,124,1610
adaptador usetil 3 4,150_1378,150,1378
manteiga reliquia da canastra s/sal 200g,144_247,144,247
concha brinox p/feijao,13_480,13,480
papinha doce nestle banana leite 120g,117_1395,117,1395
choc milka 100g caramelo,57_336,57,336
inset autom raid advanced eucalipto rf 185g,240_1744,240,1744
kit sh+cond elseve querat liso 200ml,132_194,132,194
vinho espanhol marques de tomares crianza 750ml,6_183,6,183
lev fort saco de lixo azul 30l,120_388,120,388
maionese liza caseira 240g - pet azeite/ex virg,211_184,211,184
brioche laranja kg,69_875,69,875
bolinho ana maria 45g-pc rech/cob choc,185_395,185,395
geleia fran st dalfour geng 284g-vd,103_256,103,256
bananinha display 16x35g oliveira,84_47,84,47
molho de alho c/pimen selva 150ml,175_299,175,299
sandalia havaianas memo e dori ice blue 23/24,73_22,73,22
amac roupa amacitel sonho encantado 2l,71_0,71,0
salgadinho 45g roots to go dc/lar/ros,11_214,11,214
kit dove oxigenio shamp 400ml+cond 200ml,132_194,132,194
brinquedo innovare kit form p/massa mod,44_264,44,264
bisc barion waf tub 44g rech pacoca,5_65,5,65
guloseima 70/100g fini dent citri,57_393,57,393
mini ovo pascoa top cau ben 10 25g c/2,27_29,27,29
garrafa termica pressao nobile 1l,40_44,40,44
lampada fluor mini flc 15x127v,88_116,88,116
trigo p/ kibe 5k yoki,26_662,26,662
cafe em grao 1kg continental expresso,20_578,20,578
sand ad havaianas color 41/42 preta,21_22,21,22
vinho portugues colinas gran resv doc bairrada tt 750ml,6_295,6,295
pao delicias do trigo 450g integral .,69_463,69,463
cig hilton authentic ks tl versao b c 10,156_249,156,249
planta cactus pt10,133_1749,133,1749
fralda vest mamypoko calca regular g 17un,65_1740,65,1740
ervilha sole napule lt 400g,97_135,97,135
saco hermetico sanremo fecho duplo 3l,120_1387,120,1387
pate ricota damm 120g qjo/manjericao,291_84,291,84
vinho americano sutter home tri cab sauv 750ml,6_49,6,49
taca cristal p.and.s cabernete 425ml,47_158,47,158
vinho bco la jovem 700ml viognier bra,6_300,6,300
des aero axe compact urban 105ml,7_150,7,150
coxao duro friboi resf porc kg,18_1750,18,1750
alcool candura trad 500ml,251_583,251,583
cabide acasa embor p/cinto 3hyl010,125_470,125,470
paprica picante granel kg,9_355,9,355
difusor aromas via aroma vanilla 250ml,114_549,114,549
vinho espumante guatambu rose brut gfa 750ml,35_37,35,37
barra cereal nuts agtal mixed nuts damasco/quinoa 60g-cx c2,110_996,110,996
pimenta zenny sete 50g,9_375,9,375
pacoquinha yoki 22g tablete,102_317,102,317
salg jasmine soytoast natural pct 40g,11_94,11,94
frigideira panex franc dbd2 22,13_154,13,154
"suco imbiara conc 980ml, goiaba",12_12,12,12
pano overlocado bom pano com 3 unidades,121_173,121,173
barra cereal nutra vita uva+banana 3x30g,110_12,110,12
canela avallon casca 20g,9_370,9,370
prato raso caracol wheaton,47_33,47,33
cacao posta cong.costa sul 800g,191_1751,191,1751
queijo regina prato lanche light kg,67_33,67,33
pote hermetico ret lock&stock 1.7l,47_66,47,66
salgadinho cheetos mix 130g,11_657,11,657
saco p/lixo plastizen 15l .,120_388,120,388
couve chinesa kg,41_513,41,513
aveia s glut vitalin flocos banana/mel 200g,309_20,309,20
vela sapekinha 1un conexao azul nr 6,32_102,32,102
vent col mondial 40cm pt 8p 220 nvt40c8p,23_1752,23,1752
pote clic qd plasutil 580ml,56_66,56,66
sal temperado p/churrasco c.ervas 28,203_908,203,908
linhaca kodilar 150g,76_98,76,98
bolsa termica (tam aprox 13x10) -daiso,78_103,78,103
sandalia havaianas stylish cz/gl 37x38,21_22,21,22
choco power boll 80g mavalerio mini leite,57_582,57,582
pascoa ovo arcor santos c brinq 230g,27_29,27,29
mac semola joia parafuso 500g,19_349,19,349
toalha mesa teka mg/off 144x144,180_55,180,55
tapioca kodilar trad 500g,26_892,26,892
suco fresh vegg 330ml life,15_12,15,12
"caixa versatil rischioto 2,5l ret .",56_386,56,386
choc kinino granulado 120g,34_477,34,477
"alim p caes dog chow 2kg, tradicional",77_26,77,26
evita mofo inspira natural 230g,114_351,114,351
"bisc florio grissini 120g, pizza",5_133,5,133
queijo sand polenghi mussarela 144gr,67_95,67,95
des aero nivea doble effect white senses 150ml,106_1753,106,1753
"mistura p/bolo boa sorte 400g, fuba",26_38,26,38
farofa mand toque classe 250g,26_769,26,769
t.biocolor kit cr. 5.6 verm.rubi,10_405,10,405
batata doce roxa 700g-bj,124_1176,124,1176
gelatina po bretzke aba 30g,141_985,141,985
abacaxi calda vo julia lt 400g,233_311,233,311
pasta para documento a5 (com ziper - plastico) -daiso,83_904,83,904
faca tramontina plenus inox 6 23425106,13_13,13,13
bandeja e pa hig baw waw p/ areia de gato,85_633,85,633
prato descartavel 15cm c/10un kerocopo fundo,32_33,32,33
massa pastelao massita forno 350g,4_149,4,149
conj split komec 9000 qf am 220 09qc2lx,23_25,23,25
colomba panco uva passa 500g,300_990,300,990
episol color fps30 pe cla mantecorp 40ml,174_1188,174,1188
limpa vidros veja vidrex rf 500ml,242_0,242,0
vaso san miguel e vidro transp 45cm 4751,72_240,72,240
bananinha chips bom demais 90g,84_47,84,47
torradinha bianca simoes cast/brasil 50g,5_1674,5,1674
suco de tomate raiola 500ml,15_12,15,12
pao blanco schar s/gluten pct 200g,69_20,69,20
ovo pascoa carob house coco s/g s/l 180g,27_29,27,29
charque calemba primeira kg,270_1613,270,1613
beb lactea betania betakids 200ml chocolate,135_304,135,304
corante po fest lar p bolo verm c 01,32_460,32,460
comed redondo truqys mais dog roxo,85_1327,85,1327
ricota fresca k mariana,215_0,215,0
liquidificador britania diamante 800w 127v 800,286_795,286,795
whisky dimple 1l,169_288,169,288
sab liq red apple 500ml verbena,36_50,36,50
agua min por sol s/gas 510ml,2_2,2,2
geleia tozzi 200gr goiaba pote .,103_283,103,283
tira mancha po tixan roupas brancas 420g,17_16,17,16
aguard resv 51 singular 700ml,165_0,165,0
agriao lys suguimoto un,41_307,41,307
choc hersheys ovomaltine br 87g,57_365,57,365
mistura para cake 5kg tapioca,26_38,26,38
sabonete farnese petala morango 500ml,36_40,36,40
disco p/tacografo vdo diario 180 km/h,226_1754,226,1754
esm colorama natural rose 8ml,151_239,151,239
sab liq dermanix 200ml+100ml jasmin,209_411,209,411
talco antis tenys pe canforado 60g,319_1239,319,1239
sh elseve rt5 200ml,37_573,37,573
requeijao itacolomy bisnaga 400g,25_1437,25,1437
carcaca suina rainha da paz c/pel res kg,112_746,112,746
fortaleza biscoito amanteigado 400g coco,5_245,5,245
vinho port jmf 750ml-gf bco setubal,6_300,6,300
cafe caps cambraia rubio 10un,20_222,20,222
saco lixo baglixo rolo 15l c/100,120_388,120,388
choc tab milky way 52g,57_418,57,418
queijo brie campo lindo forma peso,67_220,67,220
po p/refr.frutim 8gr pessego,189_498,189,498
sh elastine 400ml-valv love me,37_73,37,73
"lava roupa em po 2,4kg omo multiacao gt comfort",187_367,187,367
mel abelha imbiara bisnaga 270g,96_0,96,0
alcool roldao 46 inpm trad 1l,251_583,251,583
pescada espalmada filé kg,191_1732,191,1732
mac gr duro petybon penne 500g,19_860,19,860
fralda ger biofralda confort plus p c/12,231_1755,231,1755
"colher cha brinox, itap bco",13_309,13,309
mist bolo dona benta browie 450g,26_38,26,38
balde bettanin 1384,56_71,56,71
faca brinox siena c/3,13_13,13,13
agua daflora 5l,2_2,2,2
tint perm biocolor cr kit sos raiz 5.0 cast claro,10_384,10,384
bucha/parafuso nedo n.8 10pc 113 .,210_414,210,414
cr trat dove reconst comp 20ml,87_77,87,77
bisc nanda caseiro 250g leite,5_927,5,927
jarra sanremo peq 1l,56_81,56,81
restaurador king cedro campo averm 200ml,279_0,279,0
"iog grego nestle 360g, blueberry",135_579,135,579
azeitona verde rec sc rivoli 200g,162_511,162,511
borracha leo & leo c/2 colorida,54_408,54,408
porta talheres basic wgr,56_1244,56,1244
far milho mika 500g,26_551,26,551
prendedor coa facil roupa,125_182,125,182
bala drops past dtc coracao surpresa princesa disney 1und,57_169,57,169
abobrinha caipira (bras)kg,124_945,124,945
